itemId,name,category
9335,Bacon Broth,Meal
9349,Mummy's Little Mummy,Duty item
9355,Ice Barding,Other
9358,Wootz Ingot,Metal
9359,Platinum Nugget,Metal
9360,Platinum Ingot,Metal
9361,Kirimu Leather,Leather
9362,Arachne Velveteen,Cloth
9363,Allagan Wootz Nugget,Duty item
9364,Allagan Leather,Duty item
9365,Allagan Silk,Duty item
9373,Enchanted Platinum Ink,Reagent
9374,Bloody Knife Blades,Duty item
9376,Allagan Catalyst,Duty item
9377,Ice Tear,Duty item
9378,Diamond Tear,Duty item
9379,Syrcus Shard,Duty item
9461,Misericorde Blades,Part
9485,Arachne Bandana of Scouting,Head
9486,Arachne Shirt of Scouting,Body
9487,Arachne Field Dressing of Scouting,Hands
9488,Arachne Gaskins of Scouting,Legs
9489,Kirimu Sandals of Scouting,Feet
9510,Furnace Ring,Miscellany
9511,Perfect Firewood,Lumber
9512,Perfect Mortar,Miscellany
9513,Perfect Pestle,Miscellany
9514,Perfect Vellum,Leather
9515,Perfect Pounce,Reagent
9516,Tailor-made Eel Pie,Meal
9517,Perfect Cloth,Cloth
9615,Grade 1 Feed - Speed Blend,Miscellany
9616,Grade 2 Feed - Speed Blend,Miscellany
9618,Grade 1 Feed - Acceleration Blend,Miscellany
9619,Grade 2 Feed - Acceleration Blend,Miscellany
9621,Grade 1 Feed - Balance Blend,Miscellany
9622,Grade 2 Feed - Balance Blend,Miscellany
9624,Grade 1 Feed - Endurance Blend,Miscellany
9625,Grade 2 Feed - Endurance Blend,Miscellany
9627,Grade 1 Feed - Stamina Blend,Miscellany
9628,Grade 2 Feed - Stamina Blend,Miscellany
9718,Longcase Chronometer,Furnishing
9719,Oriental Bathtub,Furnishing
9722,Kotatsu Table,Table
9723,Wax Vegetables,Tabletop
9724,Guildleve Counter,Table
9726,Glade Tea Set,Tabletop
9727,Riviera Supper,Tabletop
9728,Oasis Breakfast,Tabletop
9730,Oriental Altar,Wall-mounted
9733,Dead Man's Chest,Furnishing
9734,Oak Low Barrel Planter,Furnishing
9735,Valentione's Cake,Tabletop
9736,Royal Partition,Furnishing
9737,Order of Nald'thal Lectern,Table
9738,Green Tea Set,Tabletop
9739,Dried Well,Outdoor Furnishing
9740,Oriental Striking Dummy,Outdoor Furnishing
9744,Wild Banana Tree,Outdoor Furnishing
9745,Personal Astroscope,Outdoor Furnishing
9746,Riviera Garden Table Set,Outdoor Furnishing
9748,Retainer Cartonnier,Outdoor Furnishing
9749,Retainer Counter,Outdoor Furnishing
9766,Spotted Interior Wall,Interior Wall
9767,Wavy Interior Wall,Interior Wall
9768,Tatami Flooring,Flooring
9769,Monochrome Flooring,Flooring
9770,Oasis Cobble Flooring,Flooring
9771,Star Chandelier,Ceiling Light
10049,Oval Reading Glasses,Head
10050,Coeurl Eyeglasses,Head
10052,Artisan's Apron,Body
10071,Model Magitek Bit,Minion
10086,Tinker's Calm,Medicine
10090,Splintered Chest,Duty item
10091,Wild Banana Shoot,Duty item
10332,Battered Fish,Meal
10346,Stained Crystal Interior Wall,Interior Wall
10349,Magnificent Mogdelier,Ceiling Light
10350,Hive Ceiling Fan,Ceiling Light
10351,Deep Hive Ceiling Fan,Ceiling Light
10373,Magitek Repair Materials,Miscellany
10387,Thavnairian Turban,Head
10388,Thavnairian Bolero,Body
10389,Thavnairian Gloves,Hands
10390,Thavnairian Sarouel,Legs
10391,Thavnairian Babouches,Feet
10392,Thavnairian Headdress,Head
10393,Thavnairian Bustier,Body
10394,Thavnairian Armlets,Hands
10395,Thavnairian Tights,Legs
10396,Thavnairian Sandals,Feet
10401,Steel Zweihander,Dark Knight's Arm
10402,Mythril Claymore,Dark Knight's Arm
10403,Mythril Zweihander,Dark Knight's Arm
10404,Cobalt Claymore,Dark Knight's Arm
10405,Cobalt Zweihander,Dark Knight's Arm
10406,Giantsgall Guillotine,Dark Knight's Arm
10407,Subduer,Dark Knight's Arm
10408,Inferno Faussar,Dark Knight's Arm
10409,Pain of the Vortex,Dark Knight's Arm
10410,Tremor Guillotine,Dark Knight's Arm
10411,Monstrous Moggle Mogsword,Dark Knight's Arm
10412,Wootz Faussar,Dark Knight's Arm
10463,Steel-barreled Musketoon,Machinist's Arm
10464,Mythril-barreled Carbine,Machinist's Arm
10465,Mythril-barreled Musketoon,Machinist's Arm
10466,Cobalt-barreled Carbine,Machinist's Arm
10467,Cobalt-barreled Musketoon,Machinist's Arm
10468,Giantsgall Knifelock,Machinist's Arm
10469,Darksteel-barreled Blunderbuss,Machinist's Arm
10470,Inferno Musketoon,Machinist's Arm
10471,Abandon of the Vortex,Machinist's Arm
10472,Menacing Moggle Mog Gun,Machinist's Arm
10473,Tremor Culverin,Machinist's Arm
10474,Wootz Revolver,Machinist's Arm
10525,Silver Star Globe,Astrologian's Arm
10526,Mythril Star Globe,Astrologian's Arm
10527,Mythril Planisphere,Astrologian's Arm
10528,Electrum Star Globe,Astrologian's Arm
10529,Cobalt Planisphere,Astrologian's Arm
10530,Giantsgall Star Globe,Astrologian's Arm
10531,The Evening Star,Astrologian's Arm
10532,Inferno Star Globe,Astrologian's Arm
10533,Lift of the Vortex,Astrologian's Arm
10534,Tremor Star Globe,Astrologian's Arm
10535,Moonlit Moggle Moglobe,Astrologian's Arm
10536,Platinum Planisphere,Astrologian's Arm
10586,Mythrite Katzbalger,Gladiator's Arm
10587,Mythrite Flametongue,Gladiator's Arm
10588,Titanium Bastard Sword,Gladiator's Arm
10589,Titanium Longsword,Gladiator's Arm
10590,Adamantite Broadsword,Gladiator's Arm
10591,Adamantite Winglet,Gladiator's Arm
10592,Mythrite Patas,Pugilist's Arm
10593,Mythrite Jamadhars,Pugilist's Arm
10594,Titanium Jamadhars,Pugilist's Arm
10595,Titanium Knuckles,Pugilist's Arm
10596,Adamantite Jamadhars,Pugilist's Arm
10597,Adamantite Knuckles,Pugilist's Arm
10598,Mythrite War Axe,Marauder's Arm
10599,Mythrite Labrys,Marauder's Arm
10600,Titanium Axe,Marauder's Arm
10601,Titanium Battleaxe,Marauder's Arm
10602,Adamantite Bill,Marauder's Arm
10603,Adamantite Headsman's Axe,Marauder's Arm
10604,Mythrite Trident,Lancer's Arm
10605,Mythrite Pugil Stick,Lancer's Arm
10606,Titanium Lance,Lancer's Arm
10607,Titanium Fork,Lancer's Arm
10608,Adamantite Spear,Lancer's Arm
10609,Adamantite Trident,Lancer's Arm
10610,Cedar Longbow,Archer's Arm
10611,Holy Cedar Composite Bow,Archer's Arm
10612,Dark Chestnut Longbow,Archer's Arm
10613,Hallowed Chestnut Composite Bow,Archer's Arm
10614,Birch Longbow,Archer's Arm
10615,Birch Composite Bow,Archer's Arm
10616,Mythrite Pugiones,Rogue's Arm
10617,Mythrite Stilettos,Rogue's Arm
10618,Titanium Pugiones,Rogue's Arm
10619,Titanium Kris,Rogue's Arm
10620,Adamantite Knives,Rogue's Arm
10621,Adamantite Main Gauches,Rogue's Arm
10622,Mythrite Claymore,Dark Knight's Arm
10623,Mythrite Zweihander,Dark Knight's Arm
10624,Titanium Claymore,Dark Knight's Arm
10625,Titanium Greatsword,Dark Knight's Arm
10626,Adamantite Zweihander,Dark Knight's Arm
10627,Adamantite Greatsword,Dark Knight's Arm
10628,Mythrite-barreled Arquebus,Machinist's Arm
10629,Mythrite-barreled Musketoon,Machinist's Arm
10630,Titanium-barreled Arquebus,Machinist's Arm
10631,Titanium-barreled Snaphance,Machinist's Arm
10632,Adamantite Revolver,Machinist's Arm
10633,Adamantite-barreled Culverin,Machinist's Arm
10634,Cedar Crook,Two–handed Conjurer's Arm
10635,Holy Cedar Wand,Two–handed Conjurer's Arm
10636,Dark Chestnut Rod,Two–handed Conjurer's Arm
10637,Hallowed Chestnut Wand,Two–handed Conjurer's Arm
10638,Birch Signum,Two–handed Conjurer's Arm
10639,Birch Rod,Two–handed Conjurer's Arm
10640,Yeti Staff,Two–handed Thaumaturge's Arm
10641,Obsidian Longpole,Two–handed Thaumaturge's Arm
10642,Hardsilver Staff,Two–handed Thaumaturge's Arm
10643,Hardsilver Pole,Two–handed Thaumaturge's Arm
10644,Aurum Regis Longpole,Two–handed Thaumaturge's Arm
10645,Aurum Regis Staff,Two–handed Thaumaturge's Arm
10646,Archaeoskin Grimoire,Arcanist's Grimoire
10647,Wyvernskin Grimoire,Arcanist's Grimoire
10648,Dhalmelskin Grimoire,Arcanist's Grimoire
10649,Dragonskin Grimoire,Arcanist's Grimoire
10650,Book of Aurum Regis,Arcanist's Grimoire
10651,Noble Gold,Arcanist's Grimoire
10652,Archaeoskin Codex,Scholar's Arm
10653,Wyvernskin Codex,Scholar's Arm
10654,Dhalmelskin Codex,Scholar's Arm
10655,Dragonskin Codex,Scholar's Arm
10656,Noble's Picatrix,Scholar's Arm
10657,Noble's Codex,Scholar's Arm
10658,Mythrite Star Globe,Astrologian's Arm
10659,Mythrite Planisphere,Astrologian's Arm
10660,Hardsilver Star Globe,Astrologian's Arm
10661,Hardsilver Planisphere,Astrologian's Arm
10662,Aurum Regis Orrery,Astrologian's Arm
10663,Aurum Regis Planisphere,Astrologian's Arm
10664,Mythrite Scutum,Shield
10665,Mythrite Bladed Lantern Shield,Shield
10666,Titanium Kite Shield,Shield
10667,Titanium Hoplon,Shield
10668,Adamantite Scutum,Shield
10669,Adamantite Hoplon,Shield
10670,Mythrite Sallet of Fending,Head
10671,Wyvernskin Mane of Fending,Head
10672,Titanium Mask of Fending,Head
10673,Titanium Helm of Fending,Head
10674,Adamantite Helm of Fending,Head
10675,Adamantite Circlet of Fending,Head
10676,Adamantite Barbut of Fending,Head
10677,Mythrite Hauberk of Fending,Body
10678,Holy Rainbow Shirt of Fending,Body
10679,Titanium Mail of Fending,Body
10680,Titanium Cuirass of Fending,Body
10681,Adamantite Armor of Fending,Body
10682,Adamantite Lorica of Fending,Body
10683,Adamantite Pauldroncoat of Fending,Body
10684,Mythrite Gauntlets of Fending,Hands
10685,Wyvernskin Gloves of Fending,Hands
10686,Titanium Gauntlets of Fending,Hands
10687,Titanium Vambraces of Fending,Hands
10688,Adamantite Gauntlets of Fending,Hands
10689,Heavy Adamantite Gauntlets of Fending,Hands
10690,Adamantite Vambraces of Fending,Hands
10698,Archaeoskin Breeches of Fending,Legs
10699,Holy Rainbow Sarouel of Fending,Legs
10700,Dhalmelskin Breeches of Fending,Legs
10701,Dragonskin Breeches of Fending,Legs
10702,Adamantite Chain Hose of Fending,Legs
10703,Chimerical Felt Breeches of Fending,Legs
10704,Griffin Leather Skirt of Fending,Legs
10705,Mythrite Sabatons of Fending,Feet
10706,Wyvernskin Boots of Fending,Feet
10707,Titanium Sollerets of Fending,Feet
10708,Titanium Sabatons of Fending,Feet
10709,Adamantite Sabatons of Fending,Feet
10710,Adamantite Greaves of Fending,Feet
10711,Adamantite Sollerets of Fending,Feet
10712,Mythrite Sallet of Maiming,Head
10713,Wyvernskin Pot Helm of Maiming,Head
10714,Titanium Sallet of Maiming,Head
10715,Titanium Mask of Maiming,Head
10716,Adamantite Helm of Maiming,Head
10717,Serpentskin Helm of Maiming,Head
10718,Adamantite Barbut of Maiming,Head
10719,Mythrite Hauberk of Maiming,Body
10720,Holy Rainbow Shirt of Maiming,Body
10721,Titanium Cuirass of Maiming,Body
10722,Titanium Mail of Maiming,Body
10723,Adamantite Armor of Maiming,Body
10724,Adamantite Mail of Maiming,Body
10725,Adamantite Pauldroncoat of Maiming,Body
10726,Mythrite Gauntlets of Maiming,Hands
10727,Wyvernskin Gloves of Maiming,Hands
10728,Titanium Mitt Gauntlets of Maiming,Hands
10729,Titanium Vambraces of Maiming,Hands
10730,Adamantite Gauntlets of Maiming,Hands
10731,Serpentskin Armguards of Maiming,Hands
10732,Adamantite Vambraces of Maiming,Hands
10740,Archaeoskin Breeches of Maiming,Legs
10741,Holy Rainbow Sarouel of Maiming,Legs
10742,Dhalmelskin Breeches of Maiming,Legs
10743,Dragonskin Breeches of Maiming,Legs
10744,Adamantite Chain Hose of Maiming,Legs
10745,Serpentskin Hose of Maiming,Legs
10746,Griffin Leather Skirt of Maiming,Legs
10747,Mythrite Sabatons of Maiming,Feet
10748,Wyvernskin Boots of Maiming,Feet
10749,Titanium Sabatons of Maiming,Feet
10750,Titanium Sollerets of Maiming,Feet
10751,Adamantite Sabatons of Maiming,Feet
10752,Adamantite Leg Guards of Maiming,Feet
10753,Adamantite Sollerets of Maiming,Feet
10754,Mythrite Circlet of Striking,Head
10755,Wyvernskin Eyepatch of Striking,Head
10756,Titanium Mask of Striking,Head
10757,Titanium Headgear of Striking,Head
10758,Chimerical Felt Cap of Striking,Head
10759,Chimerical Felt Coif of Striking,Head
10760,Griffin Leather Tricorne of Striking,Head
10761,Rainbow Bolero of Striking,Body
10762,Holy Rainbow Shirt of Striking,Body
10763,Dhalmelskin Jacket of Striking,Body
10764,Titanium Mail of Striking,Body
10765,Chimerical Felt Cyclas of Striking,Body
10766,Chimerical Felt Tabard of Striking,Body
10767,Griffin Leather Coat of Striking,Body
10768,Archaeoskin Gloves of Striking,Hands
10769,Wyvernskin Gloves of Striking,Hands
10770,Dhalmelskin Armguards of Striking,Hands
10771,Titanium Vambraces of Striking,Hands
10772,Serpentskin Armguards of Striking,Hands
10773,Serpentskin Bracers of Striking,Hands
10774,Griffin Leather Bracers of Striking,Hands
10782,Rainbow Culottes of Striking,Legs
10783,Holy Rainbow Sarouel of Striking,Legs
10784,Ramie Trousers of Striking,Legs
10785,Dragonskin Breeches of Striking,Legs
10786,Chimerical Felt Hose of Striking,Legs
10787,Serpentskin Brais of Striking,Legs
10788,Griffin Leather Brais of Striking,Legs
10789,Archaeoskin Boots of Striking,Feet
10790,Wyvernskin Boots of Striking,Feet
10791,Dhalmelskin Leggings of Striking,Feet
10792,Titanium Sabatons of Striking,Feet
10793,Serpentskin Boots of Striking,Feet
10794,Serpentskin Thighboots of Striking,Feet
10795,Griffin Leather Boots of Striking,Feet
10796,Rainbow Cap of Aiming,Head
10797,Holy Rainbow Hat of Aiming,Head
10798,Titanium Mask of Aiming,Head
10799,Hallowed Chestnut Mask of Aiming,Head
10800,Chimerical Felt Cap of Aiming,Head
10801,Chimerical Felt Coif of Aiming,Head
10802,Griffin Leather Blinder of Aiming,Head
10803,Rainbow Robe of Aiming,Body
10804,Holy Rainbow Shirt of Aiming,Body
10805,Dhalmelskin Jacket of Aiming,Body
10806,Hallowed Ramie Doublet of Aiming,Body
10807,Chimerical Felt Cyclas of Aiming,Body
10808,Chimerical Felt Tabard of Aiming,Body
10809,Griffin Leather Longcoat of Aiming,Body
10810,Archaeoskin Gloves of Aiming,Hands
10811,Wyvernskin Cuffs of Aiming,Hands
10812,Dhalmelskin Armguards of Aiming,Hands
10813,Dragonskin Gloves of Aiming,Hands
10814,Serpentskin Armguards of Aiming,Hands
10815,Serpentskin Bracers of Aiming,Hands
10816,Griffin Leather Gloves of Aiming,Hands
10824,Rainbow Slops of Aiming,Legs
10825,Holy Rainbow Sarouel of Aiming,Legs
10826,Ramie Trousers of Aiming,Legs
10827,Hallowed Ramie Gaskins of Aiming,Legs
10828,Chimerical Felt Hose of Aiming,Legs
10829,Serpentskin Brais of Aiming,Legs
10830,Astral Silk Slops of Aiming,Legs
10831,Archaeoskin Shoes of Aiming,Feet
10832,Wyvernskin Boots of Aiming,Feet
10833,Dhalmelskin Leggings of Aiming,Feet
10834,Dragonskin Boots of Aiming,Feet
10835,Serpentskin Boots of Aiming,Feet
10836,Serpentskin Thighboots of Aiming,Feet
10837,Griffin Leather Thighboots of Aiming,Feet
10838,Rainbow Coif of Scouting,Head
10839,Holy Rainbow Scarf of Scouting,Head
10840,Titanium Mask of Scouting,Head
10841,Titanium Headgear of Scouting,Head
10842,Chimerical Felt Cap of Scouting,Head
10843,Chimerical Felt Coif of Scouting,Head
10844,Griffin Leather Tricorne of Scouting,Head
10845,Rainbow Shirt of Scouting,Body
10846,Holy Rainbow Shirt of Scouting,Body
10847,Dhalmelskin Jacket of Scouting,Body
10848,Titanium Mail of Scouting,Body
10849,Chimerical Felt Cyclas of Scouting,Body
10850,Chimerical Felt Tabard of Scouting,Body
10851,Griffin Leather Coat of Scouting,Body
10852,Rainbow Halfgloves of Scouting,Hands
10853,Wyvernskin Cuffs of Scouting,Hands
10854,Dhalmelskin Armguards of Scouting,Hands
10855,Titanium Vambraces of Scouting,Hands
10856,Serpentskin Armguards of Scouting,Hands
10857,Serpentskin Bracers of Scouting,Hands
10858,Griffin Leather Bracers of Scouting,Hands
10866,Rainbow Sarouel of Scouting,Legs
10867,Holy Rainbow Sarouel of Scouting,Legs
10868,Ramie Trousers of Scouting,Legs
10869,Dragonskin Breeches of Scouting,Legs
10870,Chimerical Felt Hose of Scouting,Legs
10871,Serpentskin Brais of Scouting,Legs
10872,Griffin Leather Brais of Scouting,Legs
10873,Archaeoskin Boots of Scouting,Feet
10874,Wyvernskin Boots of Scouting,Feet
10875,Dhalmelskin Leggings of Scouting,Feet
10876,Titanium Sabatons of Scouting,Feet
10877,Serpentskin Boots of Scouting,Feet
10878,Serpentskin Thighboots of Scouting,Feet
10879,Griffin Leather Boots of Scouting,Feet
10880,Rainbow Cap of Healing,Head
10881,Holy Rainbow Hat of Healing,Head
10882,Hardsilver Monocle of Healing,Head
10883,Hallowed Chestnut Mask of Healing,Head
10884,Chimerical Felt Klobuk of Healing,Head
10885,Aurum Regis Circlet of Healing,Head
10886,Aurum Regis Crown of Healing,Head
10887,Rainbow Robe of Healing,Body
10888,Holy Rainbow Shirt of Healing,Body
10889,Ramie Robe of Healing,Body
10890,Hallowed Ramie Doublet of Healing,Body
10891,Chimerical Felt Alb of Healing,Body
10892,Chimerical Felt Robe of Healing,Body
10893,Astral Silk Doublet of Healing,Body
10894,Archaeoskin Gloves of Healing,Hands
10895,Wyvernskin Gloves of Healing,Hands
10896,Ramie Halfgloves of Healing,Hands
10897,Dragonskin Gloves of Healing,Hands
10898,Chimerical Felt Gloves of Healing,Hands
10899,Serpentskin Gloves of Healing,Hands
10900,Astral Silk Gloves of Healing,Hands
10908,Rainbow Slops of Healing,Legs
10909,Holy Rainbow Sarouel of Healing,Legs
10910,Ramie Tonban of Healing,Legs
10911,Hallowed Ramie Gaskins of Healing,Legs
10912,Chimerical Felt Chausses of Healing,Legs
10913,Chimerical Felt Breeches of Healing,Legs
10914,Astral Silk Bottoms of Healing,Legs
10915,Archaeoskin Shoes of Healing,Feet
10916,Wyvernskin Boots of Healing,Feet
10917,Dhalmelskin Crakows of Healing,Feet
10918,Dragonskin Boots of Healing,Feet
10919,Serpentskin Thighboots of Healing,Feet
10920,Aurum Regis Sollerets of Healing,Feet
10921,Griffin Leather Boots of Healing,Feet
10922,Rainbow Cap of Casting,Head
10923,Wyvernskin Mask of Casting,Head
10924,Hardsilver Magnifiers of Casting,Head
10925,Hallowed Chestnut Mask of Casting,Head
10926,Serpentskin Hat of Casting,Head
10927,Chimerical Felt Hat of Casting,Head
10928,Aurum Regis Circlet of Casting,Head
10929,Rainbow Robe of Casting,Body
10930,Holy Rainbow Shirt of Casting,Body
10931,Ramie Robe of Casting,Body
10932,Hallowed Ramie Doublet of Casting,Body
10933,Chimerical Felt Robe of Casting,Body
10934,Chimerical Felt Coat of Casting,Body
10935,Astral Silk Doublet of Casting,Body
10936,Archaeoskin Gloves of Casting,Hands
10937,Wyvernskin Gloves of Casting,Hands
10938,Ramie Halfgloves of Casting,Hands
10939,Dragonskin Gloves of Casting,Hands
10940,Serpentskin Dress Gloves of Casting,Hands
10941,Serpentskin Gloves of Casting,Hands
10942,Astral Silk Dress Gloves of Casting,Hands
10950,Rainbow Slops of Casting,Legs
10951,Holy Rainbow Sarouel of Casting,Legs
10952,Ramie Tonban of Casting,Legs
10953,Hallowed Ramie Gaskins of Casting,Legs
10954,Chimerical Felt Breeches of Casting,Legs
10955,Serpentskin Tights of Casting,Legs
10956,Astral Silk Bottoms of Casting,Legs
10957,Archaeoskin Shoes of Casting,Feet
10958,Wyvernskin Boots of Casting,Feet
10959,Dhalmelskin Crakows of Casting,Feet
10960,Dragonskin Boots of Casting,Feet
10961,Serpentskin Thighboots of Casting,Feet
10962,Serpentskin Bootlets of Casting,Feet
10963,Griffin Leather Boots of Casting,Feet
10964,Rainbow Ribbon of Fending,Necklace
10965,Mythrite Necklace of Fending,Necklace
10966,Ramie Ribbon of Fending,Necklace
10967,Opal Choker of Fending,Necklace
10968,Aurum Regis Necklace of Fending,Necklace
10969,Citrine Choker of Fending,Necklace
10970,Mythrite Bangle of Fending,Bracelets
10971,Mythrite Bracelet of Fending,Bracelets
10972,Hardsilver Bangle of Fending,Bracelets
10973,Opal Bracelet of Fending,Bracelets
10974,Aurum Regis Bracelet of Fending,Bracelets
10975,Chrysolite Bracelet of Fending,Bracelets
10976,Mythrite Earrings of Fending,Earrings
10977,Mythrite Earblades of Fending,Earrings
10978,Hardsilver Earrings of Fending,Earrings
10979,Opal Earrings of Fending,Earrings
10980,Aurum Regis Earrings of Fending,Earrings
10981,Chrysolite Earrings of Fending,Earrings
10982,Agate Ring of Fending,Ring
10983,Yeti Fang Ring of Fending,Ring
10984,Mormorion Ring of Fending,Ring
10985,Opal Ring of Fending,Ring
10986,Griffin Talon Ring of Fending,Ring
10987,Chrysolite Ring of Fending,Ring
10988,Rainbow Ribbon of Slaying,Necklace
10989,Mythrite Necklace of Slaying,Necklace
10990,Ramie Ribbon of Slaying,Necklace
10991,Opal Choker of Slaying,Necklace
10992,Aurum Regis Necklace of Slaying,Necklace
10993,Citrine Choker of Slaying,Necklace
10994,Mythrite Bangle of Slaying,Bracelets
10995,Mythrite Bracelet of Slaying,Bracelets
10996,Hardsilver Bangle of Slaying,Bracelets
10997,Opal Bracelet of Slaying,Bracelets
10998,Aurum Regis Bracelet of Slaying,Bracelets
10999,Chrysolite Bracelet of Slaying,Bracelets
11000,Mythrite Earrings of Slaying,Earrings
11001,Mythrite Earblades of Slaying,Earrings
11002,Hardsilver Earrings of Slaying,Earrings
11003,Opal Earrings of Slaying,Earrings
11004,Aurum Regis Earrings of Slaying,Earrings
11005,Chrysolite Earrings of Slaying,Earrings
11006,Agate Ring of Slaying,Ring
11007,Yeti Fang Ring of Slaying,Ring
11008,Mormorion Ring of Slaying,Ring
11009,Opal Ring of Slaying,Ring
11010,Griffin Talon Ring of Slaying,Ring
11011,Chrysolite Ring of Slaying,Ring
11012,Rainbow Ribbon of Aiming,Necklace
11013,Mythrite Necklace of Aiming,Necklace
11014,Ramie Ribbon of Aiming,Necklace
11015,Opal Choker of Aiming,Necklace
11016,Aurum Regis Necklace of Aiming,Necklace
11017,Citrine Choker of Aiming,Necklace
11018,Mythrite Bangle of Aiming,Bracelets
11019,Mythrite Bracelet of Aiming,Bracelets
11020,Hardsilver Bangle of Aiming,Bracelets
11021,Opal Bracelet of Aiming,Bracelets
11022,Aurum Regis Bracelet of Aiming,Bracelets
11023,Chrysolite Bracelet of Aiming,Bracelets
11024,Mythrite Earrings of Aiming,Earrings
11025,Mythrite Earblades of Aiming,Earrings
11026,Hardsilver Earrings of Aiming,Earrings
11027,Opal Earrings of Aiming,Earrings
11028,Aurum Regis Earrings of Aiming,Earrings
11029,Chrysolite Earrings of Aiming,Earrings
11030,Agate Ring of Aiming,Ring
11031,Yeti Fang Ring of Aiming,Ring
11032,Mormorion Ring of Aiming,Ring
11033,Opal Ring of Aiming,Ring
11034,Griffin Talon Ring of Aiming,Ring
11035,Chrysolite Ring of Aiming,Ring
11036,Rainbow Ribbon of Healing,Necklace
11037,Mythrite Necklace of Healing,Necklace
11038,Ramie Ribbon of Healing,Necklace
11039,Opal Choker of Healing,Necklace
11040,Aurum Regis Necklace of Healing,Necklace
11041,Citrine Choker of Healing,Necklace
11042,Mythrite Bangle of Healing,Bracelets
11043,Mythrite Bracelet of Healing,Bracelets
11044,Hardsilver Bangle of Healing,Bracelets
11045,Opal Bracelet of Healing,Bracelets
11046,Aurum Regis Bracelet of Healing,Bracelets
11047,Chrysolite Bracelet of Healing,Bracelets
11048,Mythrite Earrings of Healing,Earrings
11049,Mythrite Earblades of Healing,Earrings
11050,Hardsilver Earrings of Healing,Earrings
11051,Opal Earrings of Healing,Earrings
11052,Aurum Regis Earrings of Healing,Earrings
11053,Chrysolite Earrings of Healing,Earrings
11054,Agate Ring of Healing,Ring
11055,Yeti Fang Ring of Healing,Ring
11056,Mormorion Ring of Healing,Ring
11057,Opal Ring of Healing,Ring
11058,Griffin Talon Ring of Healing,Ring
11059,Chrysolite Ring of Healing,Ring
11060,Rainbow Ribbon of Casting,Necklace
11061,Mythrite Necklace of Casting,Necklace
11062,Ramie Ribbon of Casting,Necklace
11063,Opal Choker of Casting,Necklace
11064,Aurum Regis Necklace of Casting,Necklace
11065,Citrine Choker of Casting,Necklace
11066,Mythrite Bangle of Casting,Bracelets
11067,Mythrite Bracelet of Casting,Bracelets
11068,Hardsilver Bangle of Casting,Bracelets
11069,Opal Bracelet of Casting,Bracelets
11070,Aurum Regis Bracelet of Casting,Bracelets
11071,Chrysolite Bracelet of Casting,Bracelets
11072,Mythrite Earrings of Casting,Earrings
11073,Mythrite Earblades of Casting,Earrings
11074,Hardsilver Earrings of Casting,Earrings
11075,Opal Earrings of Casting,Earrings
11076,Aurum Regis Earrings of Casting,Earrings
11077,Chrysolite Earrings of Casting,Earrings
11078,Agate Ring of Casting,Ring
11079,Yeti Fang Ring of Casting,Ring
11080,Mormorion Ring of Casting,Ring
11081,Opal Ring of Casting,Ring
11082,Griffin Talon Ring of Casting,Ring
11083,Chrysolite Ring of Casting,Ring
11871,Mythrite Halfheart Saw,Carpenter's Primary Tool
11872,Hardsilver Saw,Carpenter's Primary Tool
11873,Titanium Halfheart Saw,Carpenter's Primary Tool
11874,Adamantite Saw,Carpenter's Primary Tool
11875,Mythrite Lump Hammer,Blacksmith's Primary Tool
11876,Titanium Cross-pein Hammer,Blacksmith's Primary Tool
11877,Titanium Lump Hammer,Blacksmith's Primary Tool
11878,Adamantite Cross-pein Hammer,Blacksmith's Primary Tool
11879,Mythrite Raising Hammer,Armorer's Primary Tool
11880,Titanium Ball-pein Hammer,Armorer's Primary Tool
11881,Titanium Raising Hammer,Armorer's Primary Tool
11882,Adamantite Ball-pein Hammer,Armorer's Primary Tool
11883,Mythrite Lapidary Hammer,Goldsmith's Primary Tool
11884,Hardsilver Texture Hammer,Goldsmith's Primary Tool
11885,Hardsilver Lapidary Hammer,Goldsmith's Primary Tool
11886,Aurum Regis Texture Hammer,Goldsmith's Primary Tool
11887,Mythrite Round Knife,Leatherworker's Primary Tool
11888,Titanium Creasing Knife,Leatherworker's Primary Tool
11889,Hardsilver Round Knife,Leatherworker's Primary Tool
11890,Aurum Regis Creasing Knife,Leatherworker's Primary Tool
11891,Mythrite Needle,Weaver's Primary Tool
11892,Hardsilver Needle,Weaver's Primary Tool
11893,Dragon Fang Needle,Weaver's Primary Tool
11894,Griffin Talon Needle,Weaver's Primary Tool
11895,Mythrite Alembic,Alchemist's Primary Tool
11896,Hardsilver Alembic,Alchemist's Primary Tool
11897,Titanium Alembic,Alchemist's Primary Tool
11898,Adamantite Alembic,Alchemist's Primary Tool
11899,Frypan Caliente,Culinarian's Primary Tool
11900,Titanium Frypan,Culinarian's Primary Tool
11901,Mandragoras Frypan,Culinarian's Primary Tool
11902,Adamantite Frypan,Culinarian's Primary Tool
11903,Mythrite Pickaxe,Miner's Primary Tool
11904,Hardsilver Dolabra,Miner's Primary Tool
11905,Titanium Pickaxe,Miner's Primary Tool
11906,Adamantite Dolabra,Miner's Primary Tool
11907,Mythrite Hatchet,Botanist's Primary Tool
11908,Titanium Hatchet,Botanist's Primary Tool
11909,Hardsilver Hatchet,Botanist's Primary Tool
11910,Adamantite Hatchet,Botanist's Primary Tool
