date,itemId,unitsListed,listings,sellers,minPrice,maxPrice,lastUpload
2026-09-08,6519,23,23,20,66999,95500,1788811614919
2026-09-08,6520,11,11,7,19690,345000,1788627408802
2026-09-08,6521,3,3,3,10000,30060,1788648151036
2026-09-08,6523,7,7,7,24800,75000,1788593938049
2026-09-08,6524,0,0,0,,,0
2026-09-08,6525,8,8,7,49900,49999,1788651146853
2026-09-08,6529,2,2,2,26000,28000,1788830200535
2026-09-08,6530,0,0,0,,,0
2026-09-08,6531,5,5,4,49999,80060,1788153805274
2026-09-08,6532,13,13,12,47923,249999,1788842603867
2026-09-08,6533,8,8,8,7000,24000,1788656481812
2026-09-08,6534,8,8,6,42894,190500,1788628926196
2026-09-08,6535,0,0,0,,,0
2026-09-08,6542,0,0,0,,,0
2026-09-08,6543,0,0,0,,,0
2026-09-08,6544,3,3,3,15000,89995,1788593722379
2026-09-08,6548,5,5,5,29900,37999,1788674466727
2026-09-08,6549,0,0,0,,,0
2026-09-08,6550,0,0,0,,,0
2026-09-08,6551,3,3,3,40150,74149,1788492577684
2026-09-08,6552,5,5,5,39998,49997,1788731911704
2026-09-08,6559,10,10,6,43000,63999,1788820609645
2026-09-08,6560,10,10,9,29900,99900,1788593972687
2026-09-08,6561,4,4,4,17899,18000,1788650831952
2026-09-08,6562,8,8,5,10000,15998,1788650947728
2026-09-08,6563,2,2,2,44998,44999,1788785258935
2026-09-08,6564,1,1,1,50120,50120,1787578243165
2026-09-08,6565,1,1,1,100000,100000,1788651046856
2026-09-08,6566,1,1,1,99000,99000,1788593692281
2026-09-08,6567,4,4,4,98000,98000,1788593834396
2026-09-08,6568,0,0,0,,,0
2026-09-08,6569,5,5,5,119999,395000,1788731888102
2026-09-08,6570,1,1,1,100150,100150,1787774818500
2026-09-08,6571,0,0,0,,,0
2026-09-08,6572,1,1,1,170000,170000,1788734174513
2026-09-08,6573,6,6,6,43999,79999,1788648089960
2026-09-08,6574,3,3,3,74996,75000,1788680318598
2026-09-08,6575,4,4,4,199989,225335,1788648119000
2026-09-08,6576,0,0,0,,,0
2026-09-08,6577,0,0,0,,,0
2026-09-08,6578,0,0,0,,,0
2026-09-08,6579,1,1,1,98900,98900,1788785366497
2026-09-08,6580,0,0,0,,,0
2026-09-08,6581,1,1,1,59999,59999,1788829191416
2026-09-08,6582,0,0,0,,,0
2026-09-08,6583,8,8,6,15000,89998,1788593842254
2026-09-08,6584,4,4,2,40000,96999,1787828492967
2026-09-08,6585,11,11,6,20000,44000,1788593710265
2026-09-08,6586,4,4,4,174996,690000,1788755587142
2026-09-08,6588,0,0,0,,,0
2026-09-08,6590,4,4,4,200090,349984,1788832231278
2026-09-08,6591,5,5,5,15184,15398,1788746150115
2026-09-08,6592,6,6,6,69450,450000,1788826443758
2026-09-08,6593,8,8,8,89995,300398,1788757046109
2026-09-08,6594,1,1,1,90900,90900,1788807519127
2026-09-08,6595,13,13,11,29992,50000,1788821267707
2026-09-08,6596,5,5,5,5080,44500,1787792233620
2026-09-08,6599,6,6,6,12080,49998,1788588792577
2026-09-08,6601,1,1,1,25060,25060,1787797981533
2026-09-08,6602,2,2,2,6100,6200,1788844929901
2026-09-08,6603,2,2,2,12898,12899,1788768202518
2026-09-08,6604,0,0,0,,,0
2026-09-08,6606,2,2,2,20000,20000,1788592046008
2026-09-08,6607,10,10,9,19060,86500,1788748735991
2026-09-08,6608,2,2,2,20000,20000,1788647040514
2026-09-08,6609,3,3,3,47000,250060,1788687202311
2026-09-08,6610,5,5,4,29900,29999,1788593987853
2026-09-08,6611,10,10,8,10000,10060,1788651099526
2026-09-08,6612,2,2,2,49000,49000,1788593165238
2026-09-08,6613,14,14,14,2500,30000,1788719416840
2026-09-08,6614,0,0,0,,,0
2026-09-08,6615,4,4,4,18993,29949,1788839220328
2026-09-08,6616,2,2,2,50000,50000,1788650854312
2026-09-08,6617,3,3,3,1999,2900,1788488937110
2026-09-08,6618,1,1,1,29999,29999,1788563139358
2026-09-08,6619,9,9,9,54998,298960,1788819166073
2026-09-08,6620,7,7,7,28999,190000,1788753675771
2026-09-08,6621,5,5,5,76997,199998,1788842607277
2026-09-08,6622,3,3,3,23000,35000,1787696363141
2026-09-08,6623,2,2,2,28000,28000,1788650918746
2026-09-08,6624,0,0,0,,,0
2026-09-08,6625,4,4,4,44444,54936,1788372083929
2026-09-08,6626,0,0,0,,,0
2026-09-08,6627,9,9,9,4060,12200,1788815206614
2026-09-08,6628,11,11,11,4049,29970,1788632506182
2026-09-08,6629,3,3,3,198993,199000,1788816915127
2026-09-08,6630,9,9,9,3500,99000,1788593855223
2026-09-08,6631,7,7,6,45500,45500,1788656490475
2026-09-08,6632,1,1,1,9059,9059,1788588818971
2026-09-08,6633,2,2,2,59999,75000,1788651180504
2026-09-08,6634,9,9,6,195089,600000,1788787295821
2026-09-08,6635,3,3,2,20000,20000,1788383054308
2026-09-08,6636,12,12,6,24900,37000,1788593957850
2026-09-08,6637,13,13,5,24998,35000,1788836344249
2026-09-08,6638,4,4,3,10000,30000,1788329451241
2026-09-08,6639,1,1,1,90000,90000,1788656076717
2026-09-08,6640,21,21,17,15000,24999,1788639773760
2026-09-08,6641,0,0,0,,,0
2026-09-08,6642,3,3,1,85000,85000,1788827122599
2026-09-08,6643,0,0,0,,,0
2026-09-08,6644,5,5,4,39000,49995,1788630743987
2026-09-08,6645,4,4,3,4999,45000,1788800026570
2026-09-08,6646,0,0,0,,,0
2026-09-08,6647,8,8,7,25000,25000,1788651154057
2026-09-08,6648,2,2,2,65000,80000,1788800253054
2026-09-08,6649,3,3,2,30000,30000,1788758069540
2026-09-08,6650,8,8,8,39998,94325,1788757055114
2026-09-08,6651,6,6,4,23757,30000,1788757064928
2026-09-08,6654,2,2,2,75000,99995,1788837728667
2026-09-08,6663,5,5,5,50000,69000,1788750004560
2026-09-08,6667,0,0,0,,,0
2026-09-08,6668,4,4,4,244999,294999,1788733003387
2026-09-08,6669,12,12,12,299996,999000,1788647646944
2026-09-08,6670,6,6,4,83894,494000,1788817673851
2026-09-08,6671,1,1,1,129000,129000,1788592831917
2026-09-08,6673,3,3,3,25000,25000,1788593171354
2026-09-08,6674,8,8,7,8199,25000,1788791154450
2026-09-08,6675,12,12,11,8999,25000,1788656503815
2026-09-08,6676,7,7,7,24900,25000,1788593945123
2026-09-08,6677,11,11,8,23000,28840,1788593902555
2026-09-08,6678,6,6,5,13200,25000,1788656510950
2026-09-08,6679,7,7,6,25000,30000,1788593909565
2026-09-08,6680,4,4,4,25900,29999,1788593316696
2026-09-08,6681,6,6,6,6000,48123,1788593781187
2026-09-08,6682,3,3,1,89850,95850,1788716527385
2026-09-08,6683,1,1,1,150000,150000,1788749912925
2026-09-08,6685,3,3,2,297000,299998,1787598658524
2026-09-08,7073,0,0,0,,,0
2026-09-08,7074,8,8,8,6150,10000,1788593408966
2026-09-08,7084,0,0,0,,,0
2026-09-08,7085,0,0,0,,,0
2026-09-08,7086,0,0,0,,,0
2026-09-08,7109,8,8,5,29999,79998,1788842211922
2026-09-08,7114,14,14,13,9996,35000,1788797915905
2026-09-08,7131,8,8,6,44997,65000,1788816993808
2026-09-08,7132,9,9,8,21148,39999,1788816997435
2026-09-08,7136,13,13,11,7000,75000,1788456061478
2026-09-08,7137,14,14,12,15000,199150,1788729264134
2026-09-08,7138,4,4,3,27996,28000,1788405006570
2026-09-08,7139,2,2,2,30000,50000,1788726403214
2026-09-08,7141,2,2,2,24900,25000,1788817002652
2026-09-08,7142,9,9,5,5000,60000,1788817258698
2026-09-08,7146,7,7,5,5000,350000,1788564233614
2026-09-08,7147,9,9,9,4797,35000,1788753667589
2026-09-08,7148,10,10,9,37500,49250,1788835487636
2026-09-08,7149,5,5,4,1473,1497,1788721863504
2026-09-08,7767,16,2,2,95,100,1788807083538
2026-09-08,7958,26,26,6,67810,70000,1788806764688
2026-09-08,7959,3,3,2,989,990,1788842849127
2026-09-08,7962,0,0,0,,,0
2026-09-08,7963,6,6,2,50000,50000,1788833028342
2026-09-08,7970,17,17,6,17998,29998,1788821177127
2026-09-08,7973,0,0,0,,,0
2026-09-08,7976,6,6,5,279999,1999999,1788650241380
2026-09-08,7978,0,0,0,,,0
2026-09-08,7979,29,29,15,29980,118500,1788844631545
2026-09-08,7983,0,0,0,,,0
2026-09-08,7992,4,4,4,61999,64999,1788820995248
2026-09-08,7993,4,4,4,89990,99000,1788820886683
2026-09-08,7994,10,10,7,2649900,2900000,1788842563912
2026-09-08,7996,7,7,5,3999,18995,1787996750873
2026-09-08,7997,1,1,1,40053,40053,1788582270984
2026-09-08,7998,18,18,8,79795,90000,1788742504049
2026-09-08,7999,36,36,15,43530,104057,1788846685563
2026-09-08,8002,5,5,5,28900,32000,1788821249700
2026-09-08,8007,3,3,3,29999,39150,1787808115008
2026-09-08,8008,8,8,8,6997,14150,1788814988330
2026-09-08,8009,7,7,7,7996,15000,1787881028049
2026-09-08,8011,10,10,10,14775,90141,1788628917282
2026-09-08,8012,6,6,6,70000,99000,1788822097377
2026-09-08,8013,3,3,3,15000,15000,1788593122845
2026-09-08,8015,3,3,3,25000,27150,1788477322027
2026-09-08,8786,0,0,0,,,0
2026-09-08,8787,7,7,5,35748,55000,1788289268752
2026-09-08,8788,4,4,1,45000,45000,1788565853113
2026-09-08,8790,18,18,10,73999,249795,1788663585215
2026-09-08,8796,7,7,6,39998,60090,1788648224070
2026-09-08,8797,19,19,1,20000,20000,1788832255746
2026-09-08,8802,7,7,6,4948,1000001,1788789389670
2026-09-08,8804,6,6,6,495,49999,1788477504175
2026-09-08,8805,1,1,1,30000,30000,1788814778982
2026-09-08,8806,8,8,6,99990,999999,1788812386460
2026-09-08,8811,7,7,6,74999,999999,1788750009272
2026-09-08,8813,4,4,4,48995,49000,1788834003450
2026-09-08,8814,0,0,0,,,0
2026-09-08,8816,8,8,7,74810,74975,1788696883625
2026-09-08,8820,7,7,5,15000,69857,1788800654952
2026-09-08,8821,21,21,12,55436,99998,1788726494759
2026-09-08,8831,26,26,12,139000,2115300,1788800113263
2026-09-08,8832,17,17,14,79800,187099,1788800094589
2026-09-08,8833,8,8,8,990,5999,1788833921862
2026-09-08,8834,7,7,7,1140,496900,1788800037346
2026-09-08,9723,6,6,6,1500,25000,1788842842797
2026-09-08,9726,2,2,2,1000,20000,1788842874001
2026-09-08,9727,3,3,3,1000,7000,1788321275147
2026-09-08,9734,8,8,5,45000,48000,1788648096307
2026-09-08,9736,15,15,8,38998,180000,1788749417355
2026-09-08,9739,5,5,5,10000,100000,1788800667419
2026-09-08,9746,8,8,5,30000,69949,1788734319005
2026-09-08,9748,2,2,2,74050,74798,1788676583627
2026-09-08,9749,2,2,2,25057,40000,1788787549011
2026-09-08,9766,0,0,0,,,0
2026-09-08,9767,8,8,8,6831,24500,1788602984000
2026-09-08,9770,11,11,11,4077,29992,1788176937152
2026-09-08,12095,6,6,2,81999,82000,1788745132244
2026-09-08,12096,3,3,3,14850,53500,1788787315181
2026-09-08,12098,11,11,10,34493,45060,1788737300967
2026-09-08,12114,7,7,7,3000,164157,1788582325233
2026-09-08,12115,9,9,8,8000,59999,1788812885494
2026-09-08,12235,0,0,0,,,0
2026-09-08,13075,1,1,1,150000,150000,1788835234272
2026-09-08,13077,7,7,6,20000,143000,1788844657144
2026-09-08,13078,9,9,9,70999,103333,1788726500607
2026-09-08,14181,97,16,15,495,26999,1788803523336
2026-09-08,14229,6,6,6,5200,20000,1788585481849
2026-09-08,14234,5,5,5,94478,100000,1788800902853
2026-09-08,14235,3,3,3,449925,450000,1788628472738
2026-09-08,14241,3,3,3,59994,60000,1788229414853
2026-09-08,14242,4,4,3,1000,10000,1788229418032
2026-09-08,14243,0,0,0,,,0
2026-09-08,15146,7,7,7,3120,18499,1788842868866
2026-09-08,15151,12,12,12,69999,289999,1788820881876
2026-09-08,15775,3,3,2,39850,40000,1788433833362
2026-09-08,15970,0,0,0,,,0
2026-09-08,15974,32,32,12,41249,73999,1788825813315
2026-09-08,16935,13,13,11,90745,98830,1788815153963
2026-09-08,17955,15,15,8,149998,369500,1788757073171
2026-09-08,17971,24,24,9,70000,80000,1788837250221
2026-09-08,23862,5,5,3,2500,21000,1788610139442
2026-09-08,23874,2,2,2,10000,19875,1788807440431
2026-09-08,23879,5,5,2,24998,25000,1788745135671
2026-09-08,23884,6,6,6,29996,79998,1788583010903
2026-09-08,23891,5,5,4,49995,90000,1788787305173
2026-09-08,23893,35,35,10,87100,123990,1788746200570
2026-09-08,23894,18,18,4,29990,30000,1788743195557
2026-09-08,24501,6,6,2,49850,57860,1788566473222
2026-09-08,24507,8,8,6,19849,28000,1788674386603
2026-09-08,24511,59,59,11,28978,39999,1788825937804
2026-09-08,24512,22,22,12,15795,31991,1788824760180
2026-09-08,24513,21,21,11,30000,59842,1788791636002
2026-09-08,24514,61,61,7,25990,27890,1788744187568
2026-09-08,24515,9,9,9,4000,96966,1788752295854
2026-09-08,24522,3,3,3,7629,50000,1788433903679
2026-09-08,24524,5,5,5,3030,6500,1788673414182
2026-09-08,24525,8,8,7,38992,59999,1788821333411
2026-09-08,24526,9,9,3,26000,59960,1788821021075
2026-09-08,24536,3,3,3,35991,90000,1788816881316
2026-09-08,24538,2,2,2,30000,30097,1788817365166
2026-09-08,24539,15,15,10,9000,69598,1788722045078
2026-09-08,27268,20,20,14,6994,499997,1788715459790
2026-09-08,27269,8,8,7,1000,98995,1788502865789
2026-09-08,27271,5,5,3,30000,46460,1788279199491
2026-09-08,27272,9,9,2,35000,75000,1788822514356
2026-09-08,27274,5,5,2,25000,50000,1788829836590
2026-09-08,27295,11,11,11,150,2000000,1788755493354
2026-09-08,27296,18,18,5,10000,39999,1788816008809
2026-09-08,27297,1,1,1,37030,37030,1788800258275
2026-09-09,6347,7,7,6,19999,200000,1788656373392
2026-09-09,6348,5,5,5,23999,50001,1787771000584
2026-09-09,6349,3,3,3,10001,17176,1788303744163
2026-09-09,6350,2,2,2,7999,500000,1788395589595
2026-09-09,6351,3,3,3,2100,9501,1787857139060
2026-09-09,6352,1,1,1,13632,13632,1787770988137
2026-09-09,6356,10,10,10,176,17000,1788708697527
2026-09-09,6357,8,8,8,3495,8999,1788701687010
2026-09-09,6358,1,1,1,1000,1000,1788833844293
2026-09-09,6359,3,3,3,1899,4299,1788111633656
2026-09-09,6360,8,8,8,5000,41000,1788433767219
2026-09-09,6361,6,6,6,1590,10632,1788548508654
2026-09-09,6365,5,5,4,4155,4300,1788562539579
2026-09-09,6366,7,7,7,1485,2900,1788666434722
2026-09-09,6367,5,5,5,7998,12900,1788748357571
2026-09-09,6368,3,3,3,5588,6995,1788739080301
2026-09-09,6369,4,4,4,1132,2999,1788918225064
2026-09-09,6370,3,3,3,4500,6020,1788898275298
2026-09-09,6374,3,3,3,16999,58203,1788193756985
2026-09-09,6375,7,7,6,24203,69420,1787522974684
2026-09-09,6376,0,0,0,,,0
2026-09-09,6377,8,8,8,3998,25000,1788312717308
2026-09-09,6378,9,9,9,3900,39999,1788812511266
2026-09-09,6379,1,1,1,7500,7500,1788748231475
2026-09-09,6383,13,13,13,490,34202,1788966771337
2026-09-09,6384,10,10,10,2300,8100,1788815215011
2026-09-09,6385,4,4,4,13000,18000,1788622403262
2026-09-09,6386,8,8,8,729,23998,1788661341570
2026-09-09,6387,13,13,13,1244,13000,1787268377004
2026-09-09,6388,1,1,1,1000,1000,1788481916340
2026-09-09,6392,6,6,6,302,50000,1788739010407
2026-09-09,6393,9,9,9,1900,6500,1788800385581
2026-09-09,6394,9,9,9,200,9999,1788394563766
2026-09-09,6395,2,2,2,1999,4500,1788739014973
2026-09-09,6396,7,7,6,990,34729,1787429010116
2026-09-09,6397,11,11,11,1499,6500,1788186455002
2026-09-09,6401,6,6,6,2996,5000,1788898961284
2026-09-09,6402,15,15,6,800,15000,1788818853222
2026-09-09,6403,4,4,4,4999,23998,1788620691368
2026-09-09,6404,10,10,10,400,55000,1787175898789
2026-09-09,6405,13,13,10,25,2950,1788616674024
2026-09-09,6406,6,6,6,1000,55000,1786118268154
2026-09-09,6407,8,8,8,147,5500,1788739095357
2026-09-09,6408,7,7,7,6000,29999,1788616499540
2026-09-09,6409,8,8,8,1250,3035,1788701696469
2026-09-09,6410,5,5,5,20162,20174,1788827257690
2026-09-09,6411,2,2,2,19999,19999,1788824598915
2026-09-09,6412,1,1,1,35000,35000,1788748544555
2026-09-09,6413,7,7,7,3390,10000,1788635701812
2026-09-09,6414,7,7,7,8994,19995,1788404635873
2026-09-09,6415,6,6,6,3174,12990,1788404644088
2026-09-09,6416,3,3,3,17484,19900,1788739091532
2026-09-09,6417,12,12,12,117,10000,1788945653643
2026-09-09,6418,3,3,3,1152,6966,1787699088152
2026-09-09,6419,3,3,3,1498,9990,1788379932405
2026-09-09,6420,0,0,0,,,0
2026-09-09,6421,0,0,0,,,0
2026-09-09,6422,8,8,8,400,24292,1788616491573
2026-09-09,6423,1,1,1,20000,20000,1788669829708
2026-09-09,6424,4,4,4,500,1999,1788396065618
2026-09-09,6425,7,7,7,3998,9900,1788838017249
2026-09-09,6426,3,3,3,3500,3982,1788740725600
2026-09-09,6427,8,8,8,2000,11994,1788803935216
2026-09-09,6428,0,0,0,,,0
2026-09-09,6429,5,5,5,3000,5000,1787699102463
2026-09-09,6430,0,0,0,,,0
2026-09-09,6431,4,4,4,3500,19999,1788446450219
2026-09-09,6432,3,3,3,14000,20000,1787666557168
2026-09-09,6433,10,10,10,2246,5500,1788808875762
2026-09-09,6434,8,8,8,2487,29000,1787792466745
2026-09-09,6435,5,5,5,3000,4998,1788693517050
2026-09-09,6436,6,6,6,903,5000,1788780131026
2026-09-09,6437,0,0,0,,,0
2026-09-09,6438,0,0,0,,,0
2026-09-09,6439,2,2,2,29000,29998,1788477310221
2026-09-09,6440,5,5,5,1600,6252,1788749324099
2026-09-09,6441,5,5,5,4490,15000,1788838006026
2026-09-09,6442,5,5,5,799,2900,1788396077945
2026-09-09,6443,6,6,5,1742,14999,1788918303650
2026-09-09,6444,4,4,4,8400,9000,1788656390911
2026-09-09,6445,1,1,1,3990,3990,1788656397617
2026-09-09,6446,0,0,0,,,0
2026-09-09,6447,7,7,7,9500,40015,1788502803578
2026-09-09,6448,8,8,8,9996,50000,1788622409022
2026-09-09,6449,2,2,2,19999,20000,1788755405535
2026-09-09,6450,0,0,0,,,0
2026-09-09,6451,7,7,7,1218,11000,1788312695214
2026-09-09,6452,0,0,0,,,0
2026-09-09,6453,3,3,3,9500,22900,1788965423574
2026-09-09,6454,5,5,5,5000,89000,1788494338587
2026-09-09,6455,0,0,0,,,0
2026-09-09,6456,2,2,2,39900,40000,1788661372057
2026-09-09,6457,0,0,0,,,0
2026-09-09,6458,0,0,0,,,0
2026-09-09,6459,2,2,2,17000,17900,1788405040175
2026-09-09,6460,5,5,4,22900,22951,1788593130743
2026-09-09,6475,20,20,12,97994,159500,1788914716658
2026-09-09,6476,7,7,4,98993,98999,1788745813464
2026-09-09,6477,11,11,10,74997,300000,1788835110497
2026-09-09,6478,3,3,3,17993,20000,1788967418598
2026-09-09,6479,4,4,4,14999,1000000,1788953679798
2026-09-09,6480,5,5,5,62999,81800,1788800552962
2026-09-09,6481,2,2,2,20000,60000,1788647469796
2026-09-09,6482,14,14,13,9960,65500,1788842202304
2026-09-09,6483,0,0,0,,,0
2026-09-09,6484,7,7,7,1000,2500,1788582146943
2026-09-09,6485,2,2,2,2500,3500,1788582151181
2026-09-09,6486,0,0,0,,,0
2026-09-09,6487,6,6,4,34600,63996,1788895477508
2026-09-09,6488,0,0,0,,,0
2026-09-09,6489,13,13,12,41057,500000000,1788845114675
2026-09-09,6490,1,1,1,99999,99999,1788648075547
2026-09-09,6491,2,2,2,500,888,1788768208952
2026-09-09,6492,3,3,2,10000,30000,1788738829976
2026-09-09,6494,7,7,5,11994,18750,1788828482517
2026-09-09,6501,1,1,1,10000000,10000000,1788582197971
2026-09-09,6503,5,5,5,34992,40000,1788582202986
2026-09-09,6505,8,8,8,1777,14000,1788586977343
2026-09-09,6506,2,2,2,19996,55000,1788757351785
2026-09-09,6507,2,2,2,83999,84994,1788582211032
2026-09-09,6508,1,1,1,1000000,1000000,1788309797250
2026-09-09,6509,9,9,9,8957,20000,1788747025239
2026-09-09,6510,5,5,5,299987,299999,1788973705465
2026-09-09,6511,0,0,0,,,0
2026-09-09,6512,6,6,5,44500,49000,1788648031551
2026-09-09,6513,4,4,4,20000,20000,1788811830889
2026-09-09,6514,0,0,0,,,0
2026-09-09,6515,0,0,0,,,0
2026-09-09,6516,3,3,3,170000,500000,1788566852249
2026-09-09,6517,2,2,2,109999,109999,1788644969068
2026-09-09,6518,0,0,0,,,0
2026-09-09,6519,23,23,20,66999,95500,1788811614919
2026-09-09,6520,10,10,6,19600,345000,1788961877780
2026-09-09,6521,3,3,3,10000,30060,1788648151036
2026-09-09,6523,7,7,7,24800,75000,1788593938049
2026-09-09,6524,0,0,0,,,0
2026-09-09,6525,8,8,7,49900,49999,1788651146853
2026-09-09,6529,2,2,2,26000,28000,1788830200535
2026-09-09,6530,0,0,0,,,0
2026-09-09,6531,5,5,4,49999,80060,1788153805274
2026-09-09,6532,13,13,12,45950,249999,1788916658484
2026-09-09,6533,8,8,8,7000,24000,1788656481812
2026-09-09,6534,7,7,5,42894,150000,1788960024442
2026-09-09,6535,0,0,0,,,0
2026-09-09,6542,0,0,0,,,0
2026-09-09,6543,0,0,0,,,0
2026-09-09,6544,3,3,3,15000,89995,1788593722379
2026-09-09,6548,5,5,5,29900,37999,1788674466727
2026-09-09,6549,0,0,0,,,0
2026-09-09,6550,0,0,0,,,0
2026-09-09,6551,3,3,3,40150,74149,1788492577684
2026-09-09,6552,5,5,5,39998,49997,1788731911704
2026-09-09,6559,10,10,6,43000,63999,1788820609645
2026-09-09,6560,10,10,9,29900,99900,1788593972687
2026-09-09,6561,8,8,5,17899,70000,1788961875166
2026-09-09,6562,8,8,5,10000,15998,1788650947728
2026-09-09,6563,2,2,2,44998,44999,1788785258935
2026-09-09,6564,1,1,1,50120,50120,1787578243165
2026-09-09,6565,1,1,1,100000,100000,1788651046856
2026-09-09,6566,1,1,1,99000,99000,1788593692281
2026-09-09,6567,4,4,4,98000,98000,1788593834396
2026-09-09,6568,0,0,0,,,0
2026-09-09,6569,5,5,5,119999,395000,1788731888102
2026-09-09,6570,1,1,1,100150,100150,1787774818500
2026-09-09,6571,0,0,0,,,0
2026-09-09,6572,1,1,1,170000,170000,1788734174513
2026-09-09,6573,5,5,5,43998,79999,1788967120239
2026-09-09,6574,4,4,4,70000,75000,1788925909929
2026-09-09,6575,4,4,4,199989,225335,1788648119000
2026-09-09,6576,0,0,0,,,0
2026-09-09,6577,0,0,0,,,0
2026-09-09,6578,0,0,0,,,0
2026-09-09,6579,1,1,1,98900,98900,1788785366497
2026-09-09,6580,0,0,0,,,0
2026-09-09,6581,1,1,1,59999,59999,1788829191416
2026-09-09,6582,0,0,0,,,0
2026-09-09,6583,8,8,6,15000,89998,1788593842254
2026-09-09,6584,4,4,2,40000,96999,1787828492967
2026-09-09,6585,11,11,6,20000,44000,1788593710265
2026-09-09,6586,4,4,4,174996,690000,1788755587142
2026-09-09,6588,0,0,0,,,0
2026-09-09,6590,4,4,4,200090,349984,1788832231278
2026-09-09,6591,5,5,5,15184,15398,1788746150115
2026-09-09,6592,6,6,6,69450,450000,1788928056859
2026-09-09,6593,8,8,8,89995,300398,1788757046109
2026-09-09,6594,1,1,1,90900,90900,1788807519127
2026-09-09,6595,12,12,12,28000,50000,1788970860816
2026-09-09,6596,5,5,5,5080,44500,1787792233620
2026-09-09,6599,6,6,6,12080,49998,1788588792577
2026-09-09,6601,1,1,1,25060,25060,1787797981533
2026-09-09,6602,2,2,2,6100,6200,1788844929901
2026-09-09,6603,2,2,2,12898,12899,1788768202518
2026-09-09,6604,0,0,0,,,0
2026-09-09,6606,2,2,2,20000,20000,1788592046008
2026-09-09,6607,10,10,9,19060,86500,1788748735991
2026-09-09,6608,2,2,2,20000,20000,1788647040514
2026-09-09,6609,3,3,3,47000,250060,1788687202311
2026-09-09,6610,5,5,4,29900,29999,1788593987853
2026-09-09,6611,10,10,8,10000,10060,1788651099526
2026-09-09,6612,2,2,2,49000,49000,1788593165238
2026-09-09,6613,14,14,14,2500,30000,1788719416840
2026-09-09,6614,0,0,0,,,0
2026-09-09,6615,4,4,4,18993,29949,1788839220328
2026-09-09,6616,2,2,2,50000,50000,1788650854312
2026-09-09,6617,3,3,3,1999,2900,1788488937110
2026-09-09,6618,1,1,1,29999,29999,1788563139358
2026-09-09,6619,9,9,9,54998,298960,1788819166073
2026-09-09,6620,7,7,7,28999,190000,1788753675771
2026-09-09,6621,5,5,5,76997,199998,1788916661780
2026-09-09,6622,4,4,3,24000,35000,1788969199485
2026-09-09,6623,2,2,2,28000,28000,1788650918746
2026-09-09,6624,0,0,0,,,0
2026-09-09,6625,4,4,4,44444,54936,1788372083929
2026-09-09,6626,0,0,0,,,0
2026-09-09,6627,9,9,9,4060,12200,1788815206614
2026-09-09,6628,9,9,9,5000,29970,1788969137954
2026-09-09,6629,6,6,5,197999,199000,1788969144827
2026-09-09,6630,9,9,9,3500,99000,1788593855223
2026-09-09,6631,7,7,6,45500,45500,1788656490475
2026-09-09,6632,1,1,1,9059,9059,1788588818971
2026-09-09,6633,2,2,2,59999,75000,1788651180504
2026-09-09,6634,9,9,6,195089,600000,1788787295821
2026-09-09,6635,3,3,2,20000,20000,1788383054308
2026-09-09,6636,12,12,6,24900,37000,1788593957850
2026-09-09,6637,13,13,5,24998,35000,1788836344249
2026-09-09,6638,4,4,3,10000,30000,1788329451241
2026-09-09,6639,1,1,1,90000,90000,1788656076717
2026-09-09,6640,21,21,17,15000,24999,1788639773760
2026-09-09,6641,0,0,0,,,0
2026-09-09,6642,3,3,1,85000,85000,1788827122599
2026-09-09,6643,0,0,0,,,0
2026-09-09,6644,5,5,4,39000,49995,1788630743987
2026-09-09,6645,4,4,3,4999,45000,1788800026570
2026-09-09,6646,0,0,0,,,0
2026-09-09,6647,8,8,7,25000,25000,1788651154057
2026-09-09,6648,2,2,2,65000,80000,1788800253054
2026-09-09,6649,3,3,2,30000,30000,1788758069540
2026-09-09,6650,8,8,8,39998,94325,1788757055114
2026-09-09,6651,6,6,4,23757,30000,1788757064928
2026-09-09,6654,2,2,2,75000,99995,1788837728667
2026-09-09,6663,5,5,5,50000,69000,1788750004560
2026-09-09,6667,0,0,0,,,0
2026-09-09,6668,4,4,4,244999,294999,1788733003387
2026-09-09,6669,13,13,13,299994,999000,1788906139036
2026-09-09,6670,30,30,6,59999,494000,1788968914120
2026-09-09,6671,1,1,1,129000,129000,1788592831917
2026-09-09,6673,3,3,3,25000,25000,1788593171354
2026-09-09,6674,8,8,7,8199,25000,1788791154450
2026-09-09,6675,12,12,11,8999,25000,1788656503815
2026-09-09,6676,7,7,7,24900,25000,1788593945123
2026-09-09,6677,11,11,8,23000,28840,1788593902555
2026-09-09,6678,6,6,5,13200,25000,1788656510950
2026-09-09,6679,7,7,6,25000,30000,1788593909565
2026-09-09,6680,4,4,4,25900,29999,1788593316696
2026-09-09,6681,6,6,6,6000,48123,1788593781187
2026-09-09,6682,3,3,1,89850,95850,1788716527385
2026-09-09,6683,1,1,1,150000,150000,1788749912925
2026-09-09,6685,3,3,2,297000,299998,1787598658524
2026-09-09,7073,0,0,0,,,0
2026-09-09,7074,8,8,8,6150,10000,1788593408966
2026-09-09,7084,0,0,0,,,0
2026-09-09,7085,0,0,0,,,0
2026-09-09,7086,0,0,0,,,0
2026-09-09,7109,8,8,5,29999,79998,1788842211922
2026-09-09,7114,14,14,13,9996,35000,1788797915905
2026-09-09,7131,9,9,7,44000,65000,1788897782210
